word,reading,meaning_en,pos,common
顕示性,けんじせい,highlighting,n,False
原稿台,げんこうだい,copy holder,n,False
原資料,げんしりょう,original source,n,False
減算器,げんざんき,subtracter,n,False
減衰量,げんすいりょう,attenuation,n,False
源項目,げんこうもく,source item,n,False
現位置,げんいち,current position,n,False
現在値,げんざいち,current value,n,False
現在点,げんざいてん,current point,n,False
現属性,げんぞくせい,current attribute,n,False
現地化,げんちか,localization,n,False
現付番,げんふばん,current rank,n,False
現要素,げんようそ,current element,n,False
限定子,げんていし,qualifier,n,False
呼出側,よびだしがわ,calling side,n,False
呼処理,こしょり,call processing,n,False
呼制御,こせいぎょ,call control,n,False
呼損率,こそんりつ,blocking ratio,n,False
固有色,こゆうしょく,intrinsic colour,n,False
互換機,ごかんき,compatible machine,n,False
後方端,こうほうたん,trailing edge,n,False
誤り率,あやまりりつ,error rate,n,False
誤差幅,ごさはば,error span,n,False
交換機,こうかんき,switch,n,False
交換型,こうかんがた,switched,adj-no,False
交換網,こうかんもう,switching network,n,False
公開鍵,こうかいかぎ,public key,n,False
公開文,こうかいぶん,public text,n,False
広域網,こういきもう,wide area network,n,False
構成節,こうせいせつ,configuration section,n,False
構成体,こうせいたい,constituent,n,False
構造型,こうぞうがた,derived type,n,False
構文素,こうぶんそ,lexical token,n,False
行位置,ぎょういち,line number,n,False
行間隔,ぎょうかんかく,line spacing,n,False
行起点,ぎょうきてん,line home position,n,False
行始端,ぎょうしたん,home position of line,n,False
行送り,ぎょうおくり,linefeed,n,False
行番号,ぎょうばんごう,line number,n,False
行方向,ぎょうほうこう,line writing direction,n,False
項目名,こうもくめい,item name,n,False
刻み幅,きざみはば,stride,n,False
左下隅,ひだりしたすみ,bottom left corner,n,False
左上隅,ひだりうえすみ,top left corner,n,False
左辺値,さへんち,left side value (of an equation),n,False
左方端,さほうたん,left hand edge,n,False
差分法,さぶんほう,difference method,n,False
座標点,ざひょうてん,coordinate point,n,False
再割当,さいわりあて,reassignment,n,False
再計算,さいけいさん,recalculation,"n,vs",False
再実行,さいじっこう,re-execute,"n,vs",False
再接続,さいせつぞく,reconnect,n,False
再設定,さいせってい,reestablish,"n,vs",False
再宣言,さいせんげん,redeclaration,n,False
再組立,さいくみたて,reassembly,n,False
再送信,さいそうしん,retransmission,n,False
再描画,さいびょうが,redraw,n,False
最右端,さいうたん,low order end,n,False
最左端,さいさたん,high order end,n,False
最終値,さいしゅうち,final value,n,False
最上位,さいじょうい,high-end,"n,adj-no",False
最大数,さいだいすう,maximum number,n,False
細胞状,さいぼうじょう,cellular,n,False
作業域,さぎょういき,work(ing) space,n,False
索引語,さくいんご,indexing term,n,False
雑時間,ざつじかん,miscellaneous time,n,False
参照権,さんしょうけん,access right,n,False
参照先,さんしょうさき,referent,n,False
参照線,さんしょうせん,reference line,n,False
散布度,さんぷど,irrelevance,n,False
散布量,さんぷりょう,irrelevance,n,False
算術式,さんじゅつしき,arithmetic expression,n,False
算術文,さんじゅつぶん,arithmetic statement,n,False
算術和,さんじゅつわ,arithmetic sum,n,False
始端部,したんぶ,leader,n,False
子操作,こそうさ,child-operation,n,False
指数的,しすうてき,exponential,adj-na,False
指定子,していし,descriptor,n,False
指動輪,しどうりん,thumb wheel,n,False
指標名,しひょうめい,index-name,n,False
紙送り,かみおくり,paper feed,n,False
試験群,しけんぐん,test group,n,False
字下げ,じさげ,indentation,n,False
字方向,じほうこう,character writing direction,n,False
字類名,じるいめい,class name,n,False
時分割,じぶんかつ,time-sharing,n,False
次元数,じげんすう,rank,n,False
自立型,じりつがた,stand-alone,n,False
実引数,じつひきすう,(actual) argument,n,False
実記憶,じつきおく,real storage,n,False
実験網,じっけんもう,test network,n,False
実効値,じっこうち,root mean squared value,n,False
実効長,じっこうちょう,effective length,n,False
実行文,じっこうぶん,executable statement,n,False
実体文,じったいぶん,entity text,n,False
実体木,じったいぼく,entity tree,n,False
借り数,かりすう,borrow digit,n,False
主キー,しゅキー,master key,n,False
手順書,てじゅんしょ,process document,n,False
手順名,てじゅんめい,routine-name,n,False
受諾側,じゅだくがわ,acceptor,n,False
受動局,じゅどうきょく,passive station,n,False
修正版,しゅうせいばん,revised version,n,False
終端間,しゅうたんかん,end-to-end,n,False
終端部,しゅうたんぶ,trailer,n,False
終着局,しゅうちゃくきょく,end office,n,False
集合型,しゅうごうがた,set type,n,False
集中化,しゅうちゅうか,centralization,"n,vs",False
従属局,じゅうぞくきょく,tributary station,n,False
出回線,しゅつかいせん,output line,n,False
準内字,じゅんないじ,quasi-internal character,n,False
順序性,じゅんじょせい,ordering,n,False
順序木,じゅんじょぎ,ordered tree,n,False
順読み,じゅんよみ,forward reading,n,False
順番列,じゅんばんれつ,sequence,n,False
順編成,じゅんへんせい,sequential organization,n,False
処理系,しょりけい,implementation,n,False
初期点,しょきてん,initial point,n,False
書簡箱,しょかんばこ,electronic mailbox,n,False
承認者,しょうにんしゃ,approver,n,False
消光比,しょうこうひ,extinction ratio,n,False
照合機,しょうごうき,collator,n,False
証明証,しょうめいしょう,user certificate,n,False
上位層,じょういそう,upper level,n,False
上下限,じょうげげん,bounds,n,False
上下列,じょうげれつ,chain,n,False
上限値,じょうげんち,upper bound,n,False
冗長化,じょうちょうか,duplication,n,False
冗長量,じょうちょうりょう,redundancy (in information theory),n,False
情報群,じょうほうぐん,information group,n,False
条件式,じょうけんしき,conditional expression,n,False
条件名,じょうけんめい,condition-name,n,False
色温度,いろおんど,color temperature,n,False
色指標,いろしひょう,color index,n,False
色写像,いろしゃぞう,colour mapping,n,False
色分解,いろぶんかい,color separation,n,False
色補正,いろほせい,color correction,n,False
信号局,しんごうきょく,signalling office,n,False
信号網,しんごうもう,signalling network,n,False
新規呼,しんきこ,new call,n,False
真空槽,しんくうそう,vacuum column,n,False
親操作,おやそうさ,parent-operation,n,False
親要素,おやようそ,containing element,n,False
推定値,すいていち,estimated value,n,False
数字句,すうじく,number token,n,False
数体系,すうたいけい,number system,n,False
数値型,すうちがた,numeric type,n,False
数値語,すうちご,numeric word,n,False
数値的,すうちてき,numeric,adj-na,False
数表現,すうひょうげん,number representation,n,False
制御域,せいぎょいき,control area,n,False
制御局,せいぎょきょく,control station,n,False
制御系,せいぎょけい,control system,n,False
制御権,せいぎょけん,control,n,False
制御卓,せいぎょたく,(operator) console,n,False
制御点,せいぎょてん,Control Point,n,False
整数型,せいすうがた,integer type,n,False
整数値,せいすうち,integer value,n,False
星状網,ほしじょうもう,star network,n,False
正規形,せいきけい,normalized form (e.g. in floating-point representation),n,False
製表機,せいひょうき,tabulator,n,False
製品化,せいひんか,making into a product,"n,vs",False
折れ線,おれせん,polyline,n,False
設定時,せっていじ,initialization time,n,False
宣言子,せんげんし,declarator,n,False
宣言文,せんげんぶん,declarative statement,n,False
穿孔部,せんこうぶ,punch station,n,False
線間隔,せんかんかく,line spacing,n,False
線状網,せんじょうもう,linear network,n,False
選択型,せんたくがた,choice type,n,False
遷移図,せんいず,transition diagram,n,False
前方端,ぜんぽうたん,leading edge,n,False
全集合,ぜんしゅうごう,universal set,n,False
全体語,ぜんたいご,collective term,n,False
疎結合,そけつごう,loosely-coupled,"n,adj-no",False
組始端,くみしたん,first character position of line,n,False
組終端,くみしゅうたん,last character position of line,n,False
双安定,そうあんてい,bistable,n,False
層管理,そうかんり,layer-management,n,False
挿入点,そうにゅうてん,insertion point,n,False
操作卓,そうさたく,(operator) console,n,False
総括票,そうかつひょう,batch-header document,n,False
装置名,そうちめい,device name,n,False
